state,jjm_district,jjm_block,jjm_panchayat_id,jjm_panchayat,jjm_village_id,jjm_village,lgd_village_id,lgd_village,district_from_header,source_file,serial_no,shrid2,state_name,district_name,subdistrict_name,town_name,village_name,place_name,shrid_last6
Karnataka,TUMAKURU,Pavagada,63855,VADANAKALLU,163463,VADANAKALLU,610544,Vadanakal,TUMAKURU,TUMAKURU.xls,2392,,,,,,,,
Karnataka,Udupi,Udupi,65033,Ambalapadi,168572,Ambalapadi,608861,Ambalpady (OG),Udupi,Udupi.xls,14,,,,,,,,
Karnataka,Udupi,Udupi,65034,Kadekaru,168575,Kadekar,608863,Kadekar (OG),Udupi,Udupi.xls,106,,,,,,,,
Karnataka,Udupi,Udupi,65031,Thenkanidiyur,168570,Kelarkalabettu,608859,Kelarkalabettu (OG),Udupi,Udupi.xls,126,,,,,,,,
Karnataka,Udupi,Udupi,65033,Ambalapadi,168574,Kidiyoor,608862,Kidiyoor (OG),Udupi,Udupi.xls,133,,,,,,,,
Karnataka,Udupi,Udupi,65034,Kadekaru,168576,Kuthpadi,608864,Kuthpady (OG),Udupi,Udupi.xls,155,,,,,,,,
Karnataka,Uttara Kannada,DANDELI,64030,AMBIKANAGAR,164733,AMGA *,602789,Amga,Uttara Kannada,Uttara Kannada.xls,49,,,,,,,,
Karnataka,Uttara Kannada,Ankola,63998,Bobruwada,164600,Bobruwada,603405,Bobruwada (CT),Uttara Kannada,Uttara Kannada.xls,227,,,,,,,,
Karnataka,Uttara Kannada,Mundgod,64110,Malagi,165115,Borangudde (a),603061,Borangudde,Uttara Kannada,Uttara Kannada.xls,235,,,,,,,,
Karnataka,Uttara Kannada,Haliyal,64028,JANAGA,164724,CHINAGINKOP,602873,CHINAGINKOP,Uttara Kannada,Uttara Kannada.xls,268,,,,,,,,
Karnataka,Uttara Kannada,Karwar,64087,Chittakula,164992,Chitakula,602629,Chitakula (OG),Uttara Kannada,Uttara Kannada.xls,272,,,,,,,,
Karnataka,Uttara Kannada,Kumta,64099,Hegde,165061,Hegde,603452,Hegde(Part),Uttara Kannada,Uttara Kannada.xls,452,,,,,,,,
Karnataka,Uttara Kannada,Kumta,64095,Holangadde,165015,Holanagadde,603436,Holanagadde(Part),Uttara Kannada,Uttara Kannada.xls,494,,,,,,,,
Karnataka,Uttara Kannada,Mundgod,64114,Pala,165139,Ingalki,603068,Ingalki,Uttara Kannada,Uttara Kannada.xls,558,,,,,,,,
Karnataka,Uttara Kannada,DANDELI,64030,AMBIKANAGAR,164728,JAMAGA *,602788,Jamaga,Uttara Kannada,Uttara Kannada.xls,570,,,,,,,,
Karnataka,Uttara Kannada,Honavar,64051,Navilgone,164859,Kakurve,603732,Kakurve,Uttara Kannada,Uttara Kannada.xls,604,,,,,,,,
Karnataka,Uttara Kannada,Kumta,64109,Kalbhag,165113,Kalbhag *,603528,Kalbagh (OG),Uttara Kannada,Uttara Kannada.xls,611,,,,,,,,
Karnataka,Uttara Kannada,Ankola,63996,AGSUR,697070,KANCHINMALE,603344,KANCHINMALE,Uttara Kannada,Uttara Kannada.xls,652,,,,,,,,
Karnataka,Uttara Kannada,Haliyal,64035,Gundolli,164779,Kumbarkop,602756,Kumbarkop,Uttara Kannada,Uttara Kannada.xls,796,,,,,,,,
Karnataka,Uttara Kannada,Ankola,64011,HATTIKERI,164658,Lakkeguli,603337,Lakkeguli,Uttara Kannada,Uttara Kannada.xls,826,,,,,,,,
Karnataka,Uttara Kannada,Ankola,63994,Vandige,164580,Laxmeshwar,603408,Laxmeshwar (OG),Uttara Kannada,Uttara Kannada.xls,831,,,,,,,,
Karnataka,Uttara Kannada,Siddapur,64127,Hasaragod,165244,Malubalgar,603581,Malubalgar,Uttara Kannada,Uttara Kannada.xls,869,,,,,,,,
Karnataka,Uttara Kannada,Haliyal,64036,CHIBBALGERI`,164790,Malwadi,602799,Malawadi,Uttara Kannada,Uttara Kannada.xls,872,,,,,,,,
Karnataka,Uttara Kannada,Ankola,64011,HATTIKERI,693179,NELLURKANCHINBAIL,603334,NELLURKANCHINBAIL,Uttara Kannada,Uttara Kannada.xls,994,,,,,,,,
Karnataka,Uttara Kannada,Ankola,63993,Alageri,164577,Shirkuli,603406,Shirkuli (OG),Uttara Kannada,Uttara Kannada.xls,1099,,,,,,,,
Karnataka,Uttara Kannada,Ankola,63998,Bobruwada,164602,Tenkankeri,603407,Tenkankeri (OG),Uttara Kannada,Uttara Kannada.xls,1158,,,,,,,,
Karnataka,Uttara Kannada,Ankola,63994,Vandige,164581,Vandige,603409,Vandige (OG),Uttara Kannada,Uttara Kannada.xls,1212,,,,,,,,
Karnataka,VIJAYAPURA,BABALESHWAR,60946,Arjungi,146012,ARAJUNAGI,599121,Arjunagi,VIJAYAPURA,VIJAYAPURA.xls,31,,,,,,,,
Karnataka,VIJAYAPURA,NIDAGUNDI,299790,GANI R C,145907,BISALAKOPPA,599476,Bisalakoppa (R.C),VIJAYAPURA,VIJAYAPURA.xls,102,,,,,,,,
Karnataka,VIJAYAPURA,BABALESHWAR,60983,SARAWAD,701085,DADAMATTI,599114,DADAMATTI,VIJAYAPURA,VIJAYAPURA.xls,150,,,,,,,,
Karnataka,VIJAYAPURA,BABALESHWAR,60970,KAMBAGI,697270,HANUMASAGAR,599131,HANUMASAGAR,VIJAYAPURA,VIJAYAPURA.xls,251,,,,,,,,
Karnataka,VIJAYAPURA,Muddebihal,61042,BIJJUR,146267,INGALAGI,599673,Ingalagi,VIJAYAPURA,VIJAYAPURA.xls,293,,,,,,,,
Karnataka,VIJAYAPURA,Muddebihal,61060,RAKKASAGI,146351,KAPANUR,599642,Kapanur,VIJAYAPURA,VIJAYAPURA.xls,351,,,,,,,,
Karnataka,VIJAYAPURA,KOLHAR,60933,RONIHAL,692353,MUTTALADINNI,599456,MUTTALADINNI,VIJAYAPURA,VIJAYAPURA.xls,475,,,,,,,,
Karnataka,VIJAYAPURA,BABALESHWAR,60959,HALAGANI,701084,SANGAPUR(H),599126,SANGAPUR(H),VIJAYAPURA,VIJAYAPURA.xls,538,,,,,,,,
Karnataka,VIJAYAPURA,Thikota,60985,Siddapur-K,146101,SIDDAPUR K,599040,Siddapura,VIJAYAPURA,VIJAYAPURA.xls,574,,,,,,,,
Karnataka,VIJAYAPURA,Thikota,60985,Siddapur-K,693324,SIDDAPUR K,599047,SIDDAPUR K,VIJAYAPURA,VIJAYAPURA.xls,575,,,,,,,,
Karnataka,VIJAYAPURA,Vijayapura,60989,TIKOTA,146110,TIKOTA,939739,TIKOTA,VIJAYAPURA,VIJAYAPURA.xls,610,,,,,,,,
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,60616,BACHIGUNDANAHALLI,144885,ANANDADEVANAHALLI,924266,ADAVI ANANDA DEVANAHALLI,Vijayanagar,Vijayanagar.xls,16,,,,,,,,
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,60621,KADLEBALU,144900,ANANDADEVANAHALLI,604660,HOSANANDEVANAHALLI,Vijayanagar,Vijayanagar.xls,17,,,,,,,,
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,299924,MADHURU,665636,ANEKAL THANDA,917668,ANEKALLU THANDA,Vijayanagar,Vijayanagar.xls,19,,,,,,,,
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,60616,BACHIGUNDANAHALLI,144888,BACHIGUNDANAHALLI 2,924267,CHILUGODU,Vijayanagar,Vijayanagar.xls,27,,,,,,,,
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,300092,VALLABHAPURA,144894,BALLAHUNSI,604662,Bellahunshi,Vijayanagar,Vijayanagar.xls,30,,,,,,,,
Karnataka,Vijayanagar,Hosapete,60624,NAGENAHALLI,671295,Basavanadurga,604709,Basavanadurga,Vijayanagar,Vijayanagar.xls,36,,,,,,,,
Karnataka,Vijayanagar,Hosapete,60624,NAGENAHALLI,144905,BELAGODU,604720,Belagodu,Vijayanagar,Vijayanagar.xls,38,,,,,,,,
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,60621,KADLEBALU,144899,KADLEBALU,926648,BYALALU,Vijayanagar,Vijayanagar.xls,156,,,,,,,,
Karnataka,Vijayanagar,Hosapete,60646,SEETHARAMA THANDA,144976,SEETHARAM THANDA,941959,Seetharama Thanda,Vijayanagar,Vijayanagar.xls,267,,,,,,,,
Karnataka,Yadgir,WADAGERA,62017,GONAL,150136,SANGAM,621220,Sangam,Yadgir,Yadgir.xls,383,,,,,,,,
Karnataka,Yadgir,HUNASAGI,62053,Arakera J.,589480,SHAKHAPUR,621066,Shakhapur,Yadgir,Yadgir.xls,391,,,,,,,,
